Costitems,CostType,hours,customer,estimator,status,projectName,dateUpdated,dateCreated,projectNumber,Quantity,cost,sales
"Chairs 2"" (5' section)",Part,0,CH+N Site,Steffy Rick,Bid Submitted,GLC Lehigh Valley Warehouse,1/16/2026,1/6/2026,2601 - GLC,113,$210.18 ,$279.54 
#4 Rebar - 20' Pc,Part,0,High Construction Company,Stoltzfus Jr Isaac,Bid Submitted,Collegeville Apartments,1/16/2026,11/5/2025,CA-25-001,28,$201.04 ,$279.45 
"Viper Tape 4"" x 180'",Part,0,"Centurion Construction Group, LLC",Stoltzfus Jr Isaac,Estimating,Illuminated Integration - Warehouse ,1/16/2026,12/19/2025,2512 - II,6,$199.50 ,$279.30 
L&M Curing Compound,Part,0,Modern Country Homes,Steffy Rick,Bid Submitted,Modern Country Homes,1/16/2026,9/9/2025,2509 - MCH,0.7,$208.33 ,$279.16 
6. Travel Labor,Labor,3,Heck Construction,Stoltzfus Jr Isaac,Lost,Poplar Square Apartment Building,1/16/2026,12/12/2024,PS - 24 - 001,3,$213.00 ,$279.04 
6. Travel Labor,Labor,6,Heck Construction,Stoltzfus Jr Isaac,Lost,Poplar Square Apartment Building,1/16/2026,12/12/2024,PS - 24 - 001,6,$213.00 ,$279.03 
 Labor ,Labor,6,High Construction Company,Stoltzfus Jr Isaac,In Progress,Greenfield Clubhouse,1/16/2026,2/10/2025,GC-24-002,6,$213.00 ,$279.03 
"Expansion Cap (snap cap) 1/2""x10'",Part,0,Warfel Construction,Steffy Rick,Bid Submitted,Landis Homes - Grounds Keeping Building,1/16/2026,11/25/2025,2511 - LHGB,50,$206.50 ,$278.78 
3. Spreadfooting Labor ,Labor,3.5,"Callas Contractors, Inc.",Stoltzfus Jr Isaac,Lost,Cumberland Township Municipal Building,1/16/2026,1/27/2025,CM-25-001,3.5,$209.30 ,$278.37 
3. Spreadfooting Labor ,Labor,3.5,Keystruct Construction LLC,Stoltzfus Jr Isaac,Lost,Cumberland Township Municipal Building,1/16/2026,2/3/2025,CM-25-001,3.5,$209.30 ,$278.37 
TK Kure & Seal WB  5 gal,Part,0,"Centurion Construction Group, LLC",Stoltzfus Jr Isaac,In Progress,Mechanicsburg Volunteer Fire Department,1/16/2026,7/24/2025,2505-MF,2.5,$214.13 ,$278.36 
Travel Labor,Labor,5.5,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,CANVAS Lawrenceville-Apartments,1/16/2026,10/1/2025,2506 - CL ,5.5,$209.00 ,$277.97 
Travel Labor,Labor,5.5,"Centurion Construction Group, LLC",Stoltzfus Jr Isaac,In Progress,Westminster Presbyterian Addition,1/16/2026,11/26/2025,2505-WP,5.5,$209.00 ,$277.97 
Travel Labor,Labor,5.5,Funk Construction,Steffy Rick,Bid Submitted,Agape Safe Haven - Arthur Funk,1/16/2026,10/6/2025,2510 - ASH,5.5,$209.00 ,$277.97 
Travel Labor,Labor,5.5,Heck Construction,Steffy Rick,In Progress,Ducklings Ambassador Circle,1/16/2026,5/8/2025,DAC - 25 - 001,5.5,$209.00 ,$277.97 
Travel Labor,Labor,5.5,Heck Construction,Steffy Rick,In Progress,Guardian Barriers,1/16/2026,9/25/2025,2509 - GB,5.5,$209.00 ,$277.97 
Travel Labor,Labor,5.5,"Hoover Building Specialists, Inc.",Swinehart Shelly,In Progress,Paneling Sales- Main Building,1/16/2026,8/21/2025,PAN-25-001,5.5,$209.00 ,$277.97 
Travel Labor,Labor,5.5,"Hoover Building Specialists, Inc.",Steffy Rick,Bid Submitted,Village Farm Market ,1/16/2026,12/31/2025,2512 - VFM,5.5,$209.00 ,$277.97 
Travel Labor,Labor,5.5,Scenic Ridge Construction,Steffy Rick,Bid Submitted,Agape Safe Haven,1/16/2026,10/6/2025,2510 - ASH,5.5,$209.00 ,$277.97 
Travel Labor,Labor,5.5,Speedwell Construction Inc.,Steffy Rick,Bid Submitted,Agape Safe Haven - Speedwell,1/16/2026,10/6/2025,2510 - ASH,5.5,$209.00 ,$277.97 
"Expansion Rigid Foam 4""x10'",Part,0,High Construction Company,Stoltzfus Jr Isaac,Bid Submitted,Collegeville Apartments,1/16/2026,11/6/2025,CA-25-001,51,$199.92 ,$277.89 
Shop Drawings ,Subcontractor,0,Scenic Ridge Construction,Stoltzfus Jr Isaac,Bid Submitted,Sadsbury Commons,1/16/2026,9/10/2025,2508 - SC,5.04,$246.96 ,$276.60 
Rebar #3 - 20' pc,Part,0,Heck Construction,Stoltzfus Jr Isaac,Lost,Poplar Square Apartment Building,1/16/2026,12/12/2024,PS - 24 - 001,43,$211.13 ,$276.58 
Site Concrete Wood Forms ,Part,0,"Centurion Construction Group, LLC",Stoltzfus Jr Isaac,Bid Submitted,Godshall's Quality Meats,1/16/2026,5/2/2025,2505-GM,140,$198.80 ,$276.33 
"Expansion Rigid Foam 4""x10'",Part,0,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Martin Appliance- Reading,1/16/2026,9/18/2025,2509-MAR,53,$207.76 ,$276.32 
Wall Forms ,Part,0,Speedwell Construction Inc.,Steffy Rick,Lost,Piazza Volkswagen,1/16/2026,7/7/2025,2506 - PV,380,$190.00 ,$275.50 
V-Seal 102 Exterior Sealer ,Part,0,"Centurion Construction Group, LLC",Steffy Rick,In Progress,Harrisburg Christian School,1/16/2026,10/15/2025,2510 - LCS,1.32,$248.15 ,$275.44 
#6 Rebar - 20' Pc,Part,0,"C. Raymond Davis & Sons, Inc.",Steffy Rick,Bid Submitted,Mercedes of Wilmington,1/16/2026,8/26/2025,2508 - MOW,13.6,$205.50 ,$275.36 
#6 Rebar - 20' Pc,Part,0,Paul Risk Construction,Steffy Rick,Bid Submitted,Mercedes of Wilmington PR,1/16/2026,9/8/2025,2508 - MOWPR,13.6,$205.50 ,$275.36 
Management,Labor,3.5,"C. Raymond Davis & Sons, Inc.",Stoltzfus Jr Isaac,Bid Submitted,Chabad House,1/16/2026,11/26/2025,2511-CH,3.5,$192.50 ,$275.28 
"Expansion Rigid Foam 6""x10'",Part,0,Universe Construction LLC,Stoltzfus Jr Isaac,Lost,Fisher Project,1/16/2026,5/16/2025,2505-FP,35,$206.85 ,$275.11 
4500 Psi Kinsley Concrete  ,Part,0,"Centurion Construction Group, LLC",Stoltzfus Jr Isaac,In Progress,Mechanicsburg Volunteer Fire Department,1/16/2026,7/24/2025,2505-MF,1.5,$211.47 ,$274.91 
#4 Rebar - 20' Pc,Part,0,Harkins Builders,Stoltzfus Jr Isaac,Lost,Ardmore House II,1/16/2026,6/13/2025,2505-AH,33,$206.58 ,$274.75 
#4 Rebar - 20' Pc,Part,0,"Hoover Building Specialists, Inc.",Steffy Rick,Bid Submitted,Superior Truss Lumber Storage Addition,1/16/2026,7/10/2025,2507 - STLSA,33,$206.58 ,$274.75 
Shop Drawings ,Subcontractor,0,High Construction Company,Stoltzfus Jr Isaac,Bid Submitted,Collegeville Apartments,1/16/2026,11/6/2025,CA-25-001,5.14,$251.86 ,$274.53 
Slab On Grade Concrete  ,Part,0,Speedwell Construction Inc.,Steffy Rick,Lost,Piazza Volkswagen,1/16/2026,7/9/2025,2506 - PV,1.21,$189.18 ,$274.32 
Site Concrete Wood Forms ,Part,0,J.E. Horst Building and Remodeling,Steffy Rick,Bid Submitted,L&L Marketplace,1/16/2026,12/29/2025,2512 - LLM,143,$203.06 ,$274.13 
Shop Drawings ,Subcontractor,0,"Milex Construction, LLC",Stoltzfus Jr Isaac,Accepted,Sadsbury Commons,1/16/2026,11/19/2025,2508 - SC,5.04,$246.96 ,$274.13 
#7 Rebar - 20' Pc,Part,0,"Centurion Construction Group, LLC",Stoltzfus Jr Isaac,In Progress,Mechanicsburg Volunteer Fire Department,1/16/2026,7/24/2025,2505-MF,11,$210.54 ,$273.70 
4000 Psi Rohrers Concrete,Part,0,"Centurion Construction Group, LLC",Stoltzfus Jr Isaac,Bid Submitted,Fresh Express Cull Waste Expansion,1/16/2026,8/13/2025,2508 - FE ,1.5,$205.50 ,$273.32 
4000 Psi Rohrers Concrete  ,Part,0,"Centurion Construction Group, LLC",Stoltzfus Jr Isaac,Bid Submitted,Fresh Express Cull Waste Expansion,1/16/2026,8/12/2025,2508 - FE ,1.5,$205.50 ,$273.32 
Rebar #4 - 20' pc,Part,0,eciConstruction,Stoltzfus Jr Isaac,Lost,Railroad Museum of PA,1/16/2026,3/19/2025,RM-25-001,32,$203.84 ,$273.15 
Rebar #4 - 20' pc,Part,0,George Allen Construction,Stoltzfus Jr Isaac,Lost,Railroad Museum of PA,1/16/2026,3/19/2025,RM-25-001,32,$203.84 ,$273.15 
3500 psi Concrete  ,Part,0,"Hoover Building Specialists, Inc.",Swinehart Shelly,Lost,Garden Spot Fire & Rescue,1/16/2026,3/14/2025,GSF-25-001,1.53,$205.16 ,$272.86 
Wall Forms ,Part,0,Hershey Excavating LLC,Steffy Rick,Bid Submitted,High Steel 604 Projects Hershey Excavating,1/16/2026,6/17/2025,2506 - HS604P,376,$188.00 ,$272.60 
V-Seal 102 5 gal,Part,0,"Hoover Building Specialists, Inc.",Swinehart Shelly,In Progress,Shank Door Main Building,1/16/2026,10/28/2025,2506-SDMB,1.09,$204.91 ,$272.53 
Site Concrete Wood Forms ,Part,0,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,Willow Grove Apartments + Garage,1/16/2026,4/2/2025,WG-25-001,142,$201.64 ,$272.21 
Vapor Barrier 6 mil,Part,0,"Hoover Building Specialists, Inc.",Steffy Rick,Bid Submitted,Stevens Feed Mill Schoeneck,1/16/2026,10/20/2025,2509 - SFMS,2.34,$204.61 ,$272.13 
L&M Curing Compound,Part,0,"Hoover Building Specialists, Inc.",Steffy Rick,Bid Submitted,Paradise Energy Solutions Building,1/16/2026,12/31/2024,PESB - 24-001,3.62,$204.49 ,$271.98 
Foundation Wood Forms ,Part,0,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,CANVAS Lawrenceville-Apartments,1/16/2026,10/1/2025,2506 - CL ,144,$204.48 ,$271.96 
Management,Labor,1.87,"Ames Construction, Inc.",Steffy Rick,Bid Submitted,WaWa #8191 Hummelstown Ames,1/16/2026,7/2/2025,2506 - WH,1.87,$205.70 ,$271.52 
4000 psi Concrete  ,Part,0,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,White Oak Church,1/16/2026,7/8/2025,25-07-WOC,1.51,$204.08 ,$271.42 
Management,Labor,3.4,Speedwell Construction Inc.,Steffy Rick,Lost,Piazza Volkswagen,1/16/2026,6/20/2025,2506 - PV,3.4,$187.00 ,$271.15 
Shop Drawings ,Subcontractor,0,Scenic Ridge Construction,Stoltzfus Jr Isaac,Bid Submitted,Sadsbury Commons,1/16/2026,9/10/2025,2508 - SC,4.94,$242.06 ,$271.11 
#6 Rebar - 20' Pc,Part,0,Kinsley Construction,Stoltzfus Jr Isaac,Bid Submitted,St Peters Church,1/16/2026,10/21/2025,2510 - SP,12,$193.56 ,$270.98 
#5 Rebar - 20' Pc,Part,0,Brecknock Builders LLC,Steffy Rick,Bid Submitted,Nasatka Security Addition,1/16/2026,8/14/2025,2508 - NSA,19.8,$203.15 ,$270.19 
#4 Rebar - 20' Pc,Part,0,"Milex Construction, LLC",Stoltzfus Jr Isaac,Accepted,Sadsbury Commons,1/16/2026,11/19/2025,2508 - SC,30,$201.60 ,$270.14 
Shop Drawings,Part,0,"Caldwell, Heckles and Egan, Inc.",Stoltzfus Jr Isaac,Lost,Railroad Museum of PA,1/16/2026,2/27/2025,RM-25-001,4.92,$241.08 ,$270.01 
Shop Drawings,Part,0,eciConstruction,Stoltzfus Jr Isaac,Lost,Railroad Museum of PA,1/16/2026,3/19/2025,RM-25-001,4.92,$241.08 ,$270.01 
2B Stone ,Part,0,CCS Building Group,Steffy Rick,Lost,West King Street,1/16/2026,4/22/2025,WKS - 25 - 001,10,$200.00 ,$270.00 
4000 PSI Concrete  ,Part,0,Heck Construction,Steffy Rick,Lost,Regency Square Concrete Replacement,1/16/2026,9/4/2025,2509 - RSCR,1.5,$202.73 ,$269.62 
Management,Labor,3.5,"Benchmark Construction Co., Inc.",Steffy Rick,Bid Submitted,SLI George Street,1/16/2026,10/28/2025,2510 - SLIGS,3.5,$192.50 ,$269.50 
#4 Rebar - 20' Pc,Part,0,High Construction Company,Stoltzfus Jr Isaac,Bid Submitted,Collegeville Apartments,1/16/2026,11/6/2025,CA-25-001,27,$193.86 ,$269.47 
#4 Rebar - 20' Pc,Part,0,High Construction Company,Stoltzfus Jr Isaac,Bid Submitted,Collegeville Apartments,1/16/2026,11/5/2025,CA-25-001,27,$193.86 ,$269.47 
"Viper Tape 4"" x 180'",Part,0,"A & E Construction, Inc.",Stoltzfus Jr Isaac,Lost,Giant Food Store #6582,1/16/2026,10/30/2025,2508 - GI,6,$199.50 ,$269.33 
"Viper Tape 4"" x 180'",Part,0,Speedwell Construction Inc.,Stoltzfus Jr Isaac,Lost,Giant Food Store,1/16/2026,10/27/2025,2508 - GI,6,$199.50 ,$269.33 
"Expansion Rigid Foam 6""x10'",Part,0,IMC Construction,Stoltzfus Jr Isaac,Lost,SPD Jaindl Farms ,1/16/2026,3/17/2025,JF-25-001,34,$200.94 ,$269.26 
Foundation Concrete  ,Part,0,American Construction And Concrete,Steffy Rick,Bid Submitted,PSECU,1/16/2026,7/31/2025,2507 - PSECU,1.33,$200.90 ,$269.20 
F100 Fiber Mesh,Part,0,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,True Legacy Metals,1/16/2026,5/13/2025,TLM-25-001,20.09,$202.31 ,$269.07 
#6 Rebar - 20' Pc,Part,0,"Centurion Construction Group, LLC",Stoltzfus Jr Isaac,Bid Submitted,St Peters,1/16/2026,10/21/2025,2510 - SP,12,$193.56 ,$269.05 
Trackhoe Subcontractor,Part,0,Bozzuto Construction Company,Stoltzfus Jr Isaac,Bid Submitted,"Residences at Providence Town Center, Phase 3",1/16/2026,8/15/2025,RP-25-001,6,$240.00 ,$268.80 
#4 Rebar - 20' Pc,Part,0,CH+N Site,Stoltzfus Jr Isaac,In Progress,Broadcasting District Site,1/16/2026,10/6/2025,2507-BS,30,$201.60 ,$268.13 
#5 Rebar - 20' Pc (3) Continuous ,Part,0,Heck Construction,Steffy Rick,Bid Submitted,Gish Furniture Sitework ,1/16/2026,12/18/2025,2512 - GFS,18,$201.60 ,$268.13 
"Expansion Rigid Foam 4""x10'",Part,0,IMC Construction,Stoltzfus Jr Isaac,Lost,Greystar Great Valley Residential,1/16/2026,1/10/2025,GR-25-001 ,51,$199.92 ,$267.89 
Travel Labor,Labor,5.3,High Construction Company,Steffy Rick,Bid Submitted,Kettle And Fire Cooling Tower Pad,1/16/2026,8/22/2025,2508 - KFCTP,5.3,$201.40 ,$267.86 
Management,Labor,3.5,High Construction Company,Stoltzfus Jr Isaac,Bid Submitted,Collegeville Apartments,1/16/2026,11/6/2025,CA-25-001,3.5,$192.50 ,$267.58 
"Viper Tape 4"" x 180'",Part,0,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,Willow Grove Retail Buildings D & H,1/16/2026,4/3/2025,WR-25-001,6,$199.50 ,$267.33 
"Expansion Rigid Foam 6""x10'",Part,0,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Martin Appliance- Reading,1/16/2026,9/18/2025,2509-MAR,34,$200.94 ,$267.25 
TK-Floor Hardner and Densifier 55 gal,Part,0,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Heritage Metalworks,1/16/2026,5/21/2025,2505 - HM,0.22,$200.88 ,$267.17 
Slab On Grade Wood Forms ,Part,0,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Deihm Services,1/16/2026,8/12/2025,2508-DS,141.32,$200.67 ,$266.90 
"Chairs 3"" (5' section)",Part,0,High Construction Company,Stoltzfus Jr Isaac,Bid Submitted,Collegeville Apartments,1/16/2026,11/5/2025,CA-25-001,96,$192.00 ,$266.88 
"Standard Wall Construction 12"" x 12'",Part,0,"Benchmark Construction Co., Inc.",Stoltzfus Jr Isaac,Complete,St Annes Cottages 45 & 46,1/16/2026,4/10/2025,SA-25-001,4,$199.12 ,$266.82 
Shop Drawings ,Subcontractor,0,Harkins Builders,Stoltzfus Jr Isaac,Lost,Ardmore House II,1/16/2026,6/4/2025,2505-AH,4.86,$238.14 ,$266.72 
#5 Rebar - 20' Pc,Part,0,"Benchmark Construction Co., Inc.",Steffy Rick,Bid Submitted,SLI George Street,1/16/2026,10/28/2025,2510 - SLIGS,17,$190.40 ,$266.56 
#5 Rebar - 20' Pc,Part,0,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,Ave Horsham Apartments + Garage,1/16/2026,11/4/2025,2510 - HA,17,$190.40 ,$266.56 
#5 Rebar - 20' Pc,Part,0,Warfel Construction,Steffy Rick,Bid Submitted,Landis Homes Barn,1/16/2026,11/5/2025,2511 - LHB,17,$190.40 ,$266.56 
 4000 psi Concrete with F100 Fiber,Part,0,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Denver Cold Storage Washington Street,1/16/2026,1/16/2025,DCS=25-001,1.33,$200.19 ,$266.25 
"Chairs 3"" (5' section)",Part,0,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Weiler Walls,1/16/2026,11/10/2025,WWS-25-001,100,$200.00 ,$266.00 
Travel Labor,Labor,5,"Benchmark Construction Co., Inc.",Steffy Rick,Bid Submitted,SLI George Street,1/16/2026,10/28/2025,2510 - SLIGS,5,$190.00 ,$266.00 
Continuous Footing Labor,Labor,5,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,Ave Horsham Apartments + Garage,1/16/2026,11/4/2025,2510 - HA,5,$190.00 ,$266.00 
Travel Labor,Labor,5,Heck Construction,Steffy Rick,Bid Submitted,Railroad Preservation Society,1/16/2026,11/5/2025,2511 - RPS,5,$190.00 ,$266.00 
Travel Labor,Labor,5,Warfel Construction,Steffy Rick,Bid Submitted,Landis Homes Barn,1/16/2026,11/7/2025,2511 - LHB,5,$190.00 ,$266.00 
Supervision ,Labor,4,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,Willow Grove Apartments + Garage,1/16/2026,4/2/2025,WG-25-001,4,$200.00 ,$266.00 
Light Load,Part,0,"Hoover Building Specialists, Inc.",Swinehart Shelly,In Progress,Paneling Sales- Main Building,1/16/2026,8/21/2025,PAN-25-001,1,$200.00 ,$266.00 
Aluminum Concrete Form,Equipment,0,Bozzuto Construction Company,Stoltzfus Jr Isaac,Bid Submitted,"Residences at Providence Town Center, Phase 3",1/16/2026,8/15/2025,RP-25-001,403,$201.50 ,$265.98 
Dump Site ,Part,0,CCS Building Group,Steffy Rick,In Progress,WVC - Lakes Phase I,1/16/2026,10/7/2025,2510 - LCR,2,$200.00 ,$265.88 
Management,Labor,3.33,Hershey Excavating LLC,Steffy Rick,Bid Submitted,High Steel 604 Projects Hershey Excavating,1/16/2026,6/17/2025,2506 - HS604P,3.33,$183.15 ,$265.57 
Management,Labor,3.33,Speedwell Construction Inc.,Steffy Rick,Lost,Piazza Volkswagen,1/16/2026,7/9/2025,2506 - PV,3.33,$183.15 ,$265.57 
Site Concrete  ,Part,0,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Lancaster Log Cabins 2025,1/16/2026,8/5/2025,2507-LLC,1.14,$177.03 ,$265.55 
Fiber Non Taxable ,Part,0,"Hoover Building Specialists, Inc.",Steffy Rick,Bid Submitted,Stevens Feed Mill Schoeneck,1/16/2026,10/20/2025,2509 - SFMS,21,$199.50 ,$265.34 
"Viper Tape 4"" x 180'",Part,0,Warfel Construction,Stoltzfus Jr Isaac,Lost,The Meadows Hybrid Homes Buildings 1 &2,1/16/2026,4/7/2025,MH-25-001,6,$199.50 ,$265.34 
"Viper Tape 4"" x 180'",Part,0,Warfel Construction,Stoltzfus Jr Isaac,Lost,The Meadows Hybrid Homes Buildings 1 &2,1/16/2026,4/4/2025,MH-25-001,6,$199.50 ,$265.34 
Management,Labor,5,"Hoover Building Specialists, Inc.",Steffy Rick,In Progress,Burkholder Tractor,1/16/2026,9/27/2025,2509 - BT,5,$190.00 ,$265.05 
V-Seal 102 5 gal,Part,0,Brecknock Builders LLC,Stoltzfus Jr Isaac,Bid Submitted,Frecon Farms,1/16/2026,5/20/2025,2505-25,1.06,$199.27 ,$265.03 
"Chairs 3""   (5' section)",Part,0,"Caldwell, Heckles and Egan, Inc.",Stoltzfus Jr Isaac,Lost,Railroad Museum of PA,1/16/2026,2/27/2025,RM-25-001,96,$197.76 ,$265.00 
"Chairs 3""   (5' section)",Part,0,eciConstruction,Stoltzfus Jr Isaac,Lost,Railroad Museum of PA,1/16/2026,3/19/2025,RM-25-001,96,$197.76 ,$265.00 
"Chairs 3""   (5' section)",Part,0,George Allen Construction,Stoltzfus Jr Isaac,Lost,Railroad Museum of PA,1/16/2026,3/19/2025,RM-25-001,96,$197.76 ,$265.00 
Rebar #6 - 20' pc,Part,0,American Construction And Concrete,Stoltzfus Jr Isaac,Lost,Townplace Suites - Lebanon,1/16/2026,2/20/2025,TS-25-001,14,$200.76 ,$265.00 
Rebar #6 - 20' pc,Part,0,Speedwell Construction Inc.,Stoltzfus Jr Isaac,Lost,Townplace Suites - Lebanon,1/16/2026,2/6/2025,TS-25-001,14,$200.76 ,$265.00 
"Expansion Noma-Flex 4""x10'",Part,0,CCS Building Group,Steffy Rick,Bid Submitted,Willow Valley Lakes Core Phase 2,1/16/2026,11/13/2025,2511 - WVLC2,51,$199.92 ,$264.91 
"Chairs 3"" (5' section)",Part,0,Warfel Construction,Steffy Rick,Bid Submitted,Landis Homes - Grounds Keeping Building,1/16/2026,11/25/2025,2511 - LHGB,98,$196.00 ,$264.60 
Management,Labor,3.61,Keystruct Construction LLC,Steffy Rick,Bid Submitted,Commerce Drive Production Facility,1/16/2026,4/29/2025,CD - 25 - 001,3.61,$198.55 ,$264.07 
Management,Labor,3.2,Berg Construction,Steffy Rick,In Progress,Washburn Dam,1/16/2026,9/23/2025,2508 - WD,3.2,$176.00 ,$264.00 
Management,Labor,3.6,Funk Construction,Steffy Rick,Bid Submitted,Caring Cupboard,1/16/2026,7/29/2025,2507 - CC,3.6,$198.00 ,$263.34 
Management,Labor,3.6,Heck Construction,Steffy Rick,Bid Submitted,Lime Spring Office Building,1/16/2026,7/16/2025,2507 - LSOB,3.6,$198.00 ,$263.34 
Management,Labor,3.6,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Cozy Cabins,1/16/2026,8/13/2025,2508-CC,3.6,$198.00 ,$263.34 
Management,Labor,3.6,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Deihm Services,1/16/2026,8/12/2025,2508-DS,3.6,$198.00 ,$263.34 
Management,Labor,3.6,Keystruct Construction LLC,Steffy Rick,Bid Submitted,Commerce Drive Production Facility,1/16/2026,4/29/2025,CD - 25 - 001,3.6,$198.00 ,$263.34 
Management,Labor,3.6,Wohlsen Construction Company,Steffy Rick,Lost,Crossroads Beverage,1/16/2026,4/3/2025,CB - 25 - 001,3.6,$198.00 ,$263.34 
"Chairs 3"" (5' section)",Part,0,Weaver Construction,Stoltzfus Jr Isaac,Bid Submitted,Lancaster Archery,1/16/2026,12/1/2025,2506-LA,94,$188.00 ,$263.20 
Rebar #5 - 20' pc,Part,0,American Construction And Concrete,Stoltzfus Jr Isaac,Lost,Townplace Suites - Lebanon,1/16/2026,2/20/2025,TS-25-001,20,$199.20 ,$262.94 
Rebar #5 - 20' pc,Part,0,Speedwell Construction Inc.,Stoltzfus Jr Isaac,Lost,Townplace Suites - Lebanon,1/16/2026,2/6/2025,TS-25-001,20,$199.20 ,$262.94 
Precision Non-Shrink Grout 50lb,Part,0,"Centurion Construction Group, LLC",Stoltzfus Jr Isaac,Bid Submitted,West Shore Country Club Addition,1/16/2026,7/16/2025,2507-WS,9,$197.55 ,$262.74 
#7 Rebar - 20' Pc,Part,0,Warfel Construction,Stoltzfus Jr Isaac,Bid Submitted,ACTS Lower Gwynedd - Oakbridge Terrace,1/16/2026,9/23/2025,2508 - OT,9,$197.55 ,$262.74 
#7 Rebar - 20' Pc,Part,0,Wohlsen Construction Company,Stoltzfus Jr Isaac,Bid Submitted,ACTS Lower Gwynedd - Oakbridge Terrace,1/16/2026,9/16/2025,2508 - OT,9,$197.55 ,$262.74 
#3 Rebar - 20' Pc,Part,0,"Ames Construction, Inc.",Stoltzfus Jr Isaac,Estimating,Wawa #8236 ,1/16/2026,12/30/2025,2012 - WA ,44,$193.16 ,$262.70 
Foundation Wood Forms ,Part,0,"Benchmark Construction Co., Inc.",Steffy Rick,Bid Submitted,Hershey Lumber Company,1/16/2026,8/12/2025,2508 - HLC,138,$195.96 ,$262.59 
Site Concrete Wood Forms ,Part,0,"Benchmark Construction Co., Inc.",Stoltzfus Jr Isaac,Complete,St Annes Cottages 45 & 46,1/16/2026,4/10/2025,SA-25-001,138,$195.96 ,$262.59 
V-Seal 102 5 gal,Part,0,CH+N Site,Steffy Rick,Bid Submitted,Swedesford Road Bear Hill Elementary,1/16/2026,6/3/2025,2505 - SRBHE,1.05,$197.39 ,$262.53 
Wire Mesh 6 ga (6x6) 5'x10' Sheet,Part,0,BN Excavating Inc.,Stoltzfus Jr Isaac,Lost,Poplar Church Road Site,1/16/2026,12/23/2024,PC - 24 - 001,16,$198.72 ,$262.31 
#6 Rebar - 20' Pc,Part,0,EGStoltzfus Commercial Construction,Stoltzfus Jr Isaac,Lost,Meadows Hybrid Homes Buildings 1 &2,1/16/2026,4/7/2025,MH-25-001,7,$196.98 ,$261.98 
#6 Rebar - 20' Pc,Part,0,High Construction Company,Stoltzfus Jr Isaac,Lost,Meadows Hybrid Homes Buildings 1 &2,1/16/2026,4/7/2025,MH-25-001,7,$196.98 ,$261.98 
Management,Labor,3.5,"A & E Construction, Inc.",Stoltzfus Jr Isaac,Bid Submitted,Village at Painters Crossing ,1/16/2026,12/23/2025,2512 - PC,3.5,$192.50 ,$261.80 
Management,Labor,3.5,Caritas Construction,Stoltzfus Jr Isaac,Bid Submitted,Village at Painters Crossing ,1/16/2026,12/24/2025,2512 - PC,3.5,$192.50 ,$261.80 
3500 Psi Rohrers Concrete,Part,0,"Benchmark Construction Co., Inc.",Stoltzfus Jr Isaac,In Progress,UGI Middletown Warehouse,1/16/2026,4/8/2025,MW-25-001,1.5,$197.96 ,$261.30 
"Chairs 3""   (5' section)",Part,0,American Construction And Concrete,Stoltzfus Jr Isaac,Lost,Townplace Suites - Lebanon,1/16/2026,2/20/2025,TS-25-001,96,$197.76 ,$261.04 
"Chairs 3""   (5' section)",Part,0,Speedwell Construction Inc.,Stoltzfus Jr Isaac,Lost,Townplace Suites - Lebanon,1/16/2026,2/6/2025,TS-25-001,96,$197.76 ,$261.04 
Vapor Barrier 6 mil 20'x100',Part,0,J.E. Horst Building and Remodeling,Steffy Rick,Bid Submitted,L&L Marketplace,1/16/2026,12/29/2025,2512 - LLM,2.21,$193.24 ,$260.88 
TK Kure & Seal WB  5 gal,Part,0,"Hoover Building Specialists, Inc.",Swinehart Shelly,Complete,Paneling Sales- Pine Building,1/16/2026,3/14/2025,PSP-25-001,2.29,$196.14 ,$260.86 
